Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,AnnualTechnologyEmission,NewCapacity,TotalTechnologyAnnualActivity,TotalCapacityAnnual,AnnualVariableOperatingCost,CapitalInvestmentStorage,CapitalInvestment,AnnualFixedOperatingCost
Scenario1,0,RE1,,PWRWND007,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND007,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND008,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND009,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND010,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND011,,2019,,,,,,,,,,,,,,0.00056881965574656,,,
Scenario1,0,RE1,,PWRWND011,,2020,,,,,,,,,,,,,,0.0005688196557465598,,,
Scenario1,0,RE1,,PWRWND011,,2021,,,,,,,,,,,,,,0.0007422402824985603,,,
Scenario1,0,RE1,,PWRWND011,,2022,,,,,,,,,,,,,,0.0007422402824985602,,,
Scenario1,0,RE1,,PWRWND011,,2023,,,,,,,,,,,,,,0.0007422402824985602,,,
Scenario1,0,RE1,,PWRWND011,,2024,,,,,,,,,,,,,,0.0007422402824985599,,,
Scenario1,0,RE1,,PWRWND011,,2025,,,,,,,,,,,,,,0.0007803928203839999,,,
Scenario1,0,RE1,,PWRWND011,,2026,,,,,,,,,,,,,,0.0008671031337599999,,,
Scenario1,0,RE1,,PWRWND011,,2027,,,,,,,,,,,,,,0.0008671031337599999,,,
Scenario1,0,RE1,,PWRWND011,,2028,,,,,,,,,,,,,,0.0008582586817956481,,,
Scenario1,0,RE1,,PWRWND011,,2029,,,,,,,,,,,,,,0.0008582586817956481,,,
Scenario1,0,RE1,,PWRWND011,,2030,,,,,,,,,,,,,,0.0008582586817956481,,,
Scenario1,0,RE1,,PWRWND011,,2031,,,,,,,,,,,,,,0.0008582586817956479,,,
Scenario1,0,RE1,,PWRWND011,,2032,,,,,,,,,,,,,,0.0008582586817956479,,,
Scenario1,0,RE1,,PWRWND011,,2033,,,,,,,,,,,,,,0.0008582586817956481,,,
Scenario1,0,RE1,,PWRWND011,,2034,,,,,,,,,,,,,,0.000858258681795648,,,
Scenario1,0,RE1,,PWRWND011,,2035,,,,,,,,,,,,,,0.0008228808739382401,,,
Scenario1,0,RE1,,PWRWND011,,2036,,,,,,,,,,,,,,0.0008228808739382399,,,
Scenario1,0,RE1,,PWRWND011,,2037,,,,,,,,,,,,,,0.0008228808739382399,,,
Scenario1,0,RE1,,PWRWND011,,2038,,,,,,,,,,,,,,0.00030261899368224006,,,
Scenario1,0,RE1,,PWRWND011,,2039,,,,,,,,,,,,,,0.00029828347801344,,,
Scenario1,0,RE1,,PWRWND011,,2040,,,,,,,,,,,,,,0.00029828347801344,,,
Scenario1,0,RE1,,PWRWND011,,2041,,,,,,,,,,,,,,0.00012486285126144,,,
Scenario1,0,RE1,,PWRWND011,,2042,,,,,,,,,,,,,,0.00012486285126143997,,,
Scenario1,0,RE1,,PWRWND011,,2043,,,,,,,,,,,,,,0.00012486285126143997,,,
Scenario1,0,RE1,,PWRWND011,,2044,,,,,,,,,,,,,,0.00012486285126144,,,
Scenario1,0,RE1,,PWRWND011,,2045,,,,,,,,,,,,,,8.671031337600001e-05,,,
Scenario1,0,RE1,,PWRWND011,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND011,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND011,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND011,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,PWRWND011,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2019,,,,,,,,,,,,,,,,,292.66456414439455
Scenario1,0,RE1,,BACKSTOP,,2020,,,,,,,,,,,,,,,,,335.6163496549326
Scenario1,0,RE1,,BACKSTOP,,2021,,,,,,,,,,,,,,,,,446.2583245763794
Scenario1,0,RE1,,BACKSTOP,,2022,,,,,,,,,,,,,,,,,447.2946490294214
Scenario1,0,RE1,,BACKSTOP,,2023,,,,,,,,,,,,,,,,,482.59158748502335
Scenario1,0,RE1,,BACKSTOP,,2024,,,,,,,,,,,,,,,,,527.090061728542
Scenario1,0,RE1,,BACKSTOP,,2025,,,,,,,,,,,,,,,,,505.63939126173284
Scenario1,0,RE1,,BACKSTOP,,2026,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2027,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2028,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2029,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2030,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2031,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2032,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2033,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2034,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2035,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2036,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2037,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2038,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2039,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2040,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2041,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2042,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2043,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2044,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2045,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2046,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2047,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2048,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2049,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BACKSTOP,,2050,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BESS_TECH,,2019,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BESS_TECH,,2020,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BESS_TECH,,2021,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BESS_TECH,,2022,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BESS_TECH,,2023,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,BESS_TECH,,2024,,,,,,,,,,,,,,,,,3.3100000000000005
Scenario1,0,RE1,,BESS_TECH,,2025,,,,,,,,,,,,,,,,,8.075
Scenario1,0,RE1,,BESS_TECH,,2026,,,,,,,,,,,,,,,,,23.901486298985244
Scenario1,0,RE1,,BESS_TECH,,2027,,,,,,,,,,,,,,,,,25.550867007525344
Scenario1,0,RE1,,BESS_TECH,,2028,,,,,,,,,,,,,,,,,28.69790193401995
Scenario1,0,RE1,,BESS_TECH,,2029,,,,,,,,,,,,,,,,,28.804316320916055
Scenario1,0,RE1,,BESS_TECH,,2030,,,,,,,,,,,,,,,,,32.94672457878241
Scenario1,0,RE1,,BESS_TECH,,2031,,,,,,,,,,,,,,,,,32.148707028431275
Scenario1,0,RE1,,BESS_TECH,,2032,,,,,,,,,,,,,,,,,31.464691985273166
Scenario1,0,RE1,,BESS_TECH,,2033,,,,,,,,,,,,,,,,,30.666674434922033
Scenario1,0,RE1,,BESS_TECH,,2034,,,,,,,,,,,,,,,,,27.352659391763922
Scenario1,0,RE1,,BESS_TECH,,2035,,,,,,,,,,,,,,,,,22.873644348605808
Scenario1,0,RE1,,BESS_TECH,,2036,,,,,,,,,,,,,,,,,27.881092453131757
Scenario1,0,RE1,,BESS_TECH,,2037,,,,,,,,,,,,,,,,,33.03224082986337
Scenario1,0,RE1,,BESS_TECH,,2038,,,,,,,,,,,,,,,,,39.501130117226886
Scenario1,0,RE1,,BESS_TECH,,2039,,,,,,,,,,,,,,,,,43.719225414584486
Scenario1,0,RE1,,BESS_TECH,,2040,,,,,,,,,,,,,,,,,45.65969706766079
Scenario1,0,RE1,,BESS_TECH,,2041,,,,,,,,,,,,,,,,,55.40610342874835
Scenario1,0,RE1,,BESS_TECH,,2042,,,,,,,,,,,,,,,,,58.13033334021989
Scenario1,0,RE1,,BESS_TECH,,2043,,,,,,,,,,,,,,,,,62.14311231478136
Scenario1,0,RE1,,BESS_TECH,,2044,,,,,,,,,,,,,,,,,65.27280887460718
Scenario1,0,RE1,,BESS_TECH,,2045,,,,,,,,,,,,,,,,,69.2160010257783
Scenario1,0,RE1,,BESS_TECH,,2046,,,,,,,,,,,,,,,,,72.89803736580683
Scenario1,0,RE1,,BESS_TECH,,2047,,,,,,,,,,,,,,,,,79.80474957664892
Scenario1,0,RE1,,BESS_TECH,,2048,,,,,,,,,,,,,,,,,87.9877781011846
Scenario1,0,RE1,,BESS_TECH,,2049,,,,,,,,,,,,,,,,,91.94429534620785
Scenario1,0,RE1,,BESS_TECH,,2050,,,,,,,,,,,,,,,,,97.37988087945659
Scenario1,0,RE1,,DEMCOMELC,,2019,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2020,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2021,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2022,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2023,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2024,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2025,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2026,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2027,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2028,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2029,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2030,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2031,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2032,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2033,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2034,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2035,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2036,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2037,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2038,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2039,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2040,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2041,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2042,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2043,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2044,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2045,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2046,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2047,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2048,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2049,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMCOMELC,,2050,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2019,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2020,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2021,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2022,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2023,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2024,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2025,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2026,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2027,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2028,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2029,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2030,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2031,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2032,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2033,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2034,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2035,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2036,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2037,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2038,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2039,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2040,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2041,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2042,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2043,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2044,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2045,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2046,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2047,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2048,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2049,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMINDELC,,2050,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2019,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2020,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2021,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2022,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2023,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2024,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2025,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2026,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2027,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2028,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2029,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2030,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2031,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2032,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2033,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2034,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2035,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2036,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2037,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2038,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2039,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2040,,,,,,,,,,,,,,,,,0.0
Scenario1,0,RE1,,DEMRESELC,,2041,,,,,,,,,,,,,,,,,0.0
